"","locality","yearmonth","isbanned","population","density","income","tavg","monthtotal_ll"
"749","Denver",2023-02-01,0,716577,4674,67236,31.9,6.21460809842219
"750","Denver",2023-03-01,0,716577,4674,67236,48.8,7.38150189450671
"751","Denver",2023-04-01,0,716577,4674,67236,48.8,6.50279004591562
"752","Denver",2023-05-01,0,716577,4674,67236,48.8,6.03068526026126
"753","Denver",2023-06-01,0,716577,4674,67236,70.9,13.2279226733041
"754","Denver",2023-07-01,0,716577,4674,67236,70.9,5.80211837537706
"755","Denver",2023-08-01,0,716577,4674,67236,70.9,8.81403320165278
"756","Denver",2023-09-01,0,716577,4674,67236,51.8,4.52178857704904
"757","Denver",2024-01-01,0,716577,4674,67236,31.9,6.89264164117209
"758","Denver",2024-10-01,0,716577,4674,67236,51.8,6.44413125670044
"759","Denver",2024-11-01,0,716577,4674,67236,51.8,6.55535689181067
"760","Denver",2024-12-01,0,716577,4674,67236,31.9,5.4249500174814
"761","Denver",2024-02-01,0,716577,4674,67236,31.9,7.20489251020467
"762","Denver",2024-03-01,0,716577,4674,67236,48.8,7.93844555116479
"763","Denver",2024-04-01,0,716577,4674,67236,48.8,7.9218984110238
"764","Denver",2024-05-01,0,716577,4674,67236,48.8,6.66949808985788
"765","Denver",2024-06-01,0,716577,4674,67236,70.9,11.5441236993073
"766","Denver",2024-07-01,0,716577,4674,67236,70.9,6.11146733950268
"767","Denver",2024-08-01,0,716577,4674,67236,70.9,5.70711026474888
"768","Denver",2024-09-01,0,716577,4674,67236,51.8,5.75257263882563
"769","Detroit",2017-01-01,0,633218,4608,32498,28.6,8.77971129020447
"770","Detroit",2017-10-01,0,633218,4608,32498,53.6,6.27287700654617
"771","Detroit",2017-11-01,0,633218,4608,32498,53.6,3.2188758248682
"772","Detroit",2017-12-01,0,633218,4608,32498,28.6,6.11589212548303
"773","Detroit",2017-02-01,0,633218,4608,32498,28.6,7.2086003379602
"774","Detroit",2017-03-01,0,633218,4608,32498,49.4,5.63478960316925
"775","Detroit",2017-04-01,0,633218,4608,32498,49.4,8.29679586577005
"776","Detroit",2017-05-01,0,633218,4608,32498,49.4,3.29583686600433
"777","Detroit",2017-06-01,0,633218,4608,32498,72.8,6.68586094706836
"778","Detroit",2017-07-01,0,633218,4608,32498,72.8,6.95272864462487
"779","Detroit",2017-08-01,0,633218,4608,32498,72.8,6.18414889093748
"780","Detroit",2017-09-01,0,633218,4608,32498,53.6,5.14749447681345
"781","Detroit",2018-01-01,0,633218,4608,32498,28.6,6.3297209055227
"782","Detroit",2018-10-01,0,633218,4608,32498,53.6,7.92334821193015
"783","Detroit",2018-11-01,0,633218,4608,32498,53.6,5.08140436498446
"784","Detroit",2018-12-01,0,633218,4608,32498,28.6,3.25809653802148
"785","Detroit",2018-02-01,0,633218,4608,32498,28.6,6.27287700654617
"786","Detroit",2018-03-01,0,633218,4608,32498,49.4,9.67086168583243
"787","Detroit",2018-04-01,0,633218,4608,32498,49.4,3.17805383034795
"788","Detroit",2018-05-01,0,633218,4608,32498,49.4,5.27811465923052
"789","Detroit",2018-06-01,0,633218,4608,32498,72.8,7.69165682281055
"790","Detroit",2018-07-01,0,633218,4608,32498,72.8,5.9427993751267
"791","Detroit",2018-08-01,0,633218,4608,32498,72.8,7.29301767977278
"792","Detroit",2018-09-01,0,633218,4608,32498,53.6,10.1266711030504
"793","Detroit",2019-01-01,0,633218,4608,32498,28.6,7.23921497377981
"794","Detroit",2019-10-01,0,633218,4608,32498,53.6,5.39816270151775
"795","Detroit",2019-11-01,0,633218,4608,32498,53.6,5.89164421182577
"796","Detroit",2019-12-01,0,633218,4608,32498,28.6,5.14166355650266
"797","Detroit",2019-02-01,0,633218,4608,32498,28.6,4.51085950651685
"798","Detroit",2019-03-01,0,633218,4608,32498,49.4,6.39859493453521
"799","Detroit",2019-04-01,0,633218,4608,32498,49.4,0
"800","Detroit",2019-05-01,0,633218,4608,32498,49.4,6.31173480915291
"801","Detroit",2019-06-01,0,633218,4608,32498,72.8,6.0591231955818
"802","Detroit",2019-07-01,0,633218,4608,32498,72.8,6.8330317327862
"803","Detroit",2019-08-01,0,633218,4608,32498,72.8,0
"804","Detroit",2019-09-01,0,633218,4608,32498,53.6,6.21660610108486
"805","Detroit",2020-01-01,0,633218,4608,32498,28.6,6.03068526026126
"806","Detroit",2020-10-01,0,633218,4608,32498,53.6,5.37989735354046
"807","Detroit",2020-11-01,0,633218,4608,32498,53.6,6.44888939414686
"808","Detroit",2020-12-01,0,633218,4608,32498,28.6,3.2188758248682
"809","Detroit",2020-02-01,0,633218,4608,32498,28.6,5.7268477475872
"810","Detroit",2020-03-01,0,633218,4608,32498,49.4,4.83628190695148
"811","Detroit",2020-04-01,0,633218,4608,32498,49.4,0
"812","Detroit",2020-05-01,0,633218,4608,32498,49.4,7.5234813125735
"813","Detroit",2020-06-01,0,633218,4608,32498,72.8,8.80537513890967
"814","Detroit",2020-07-01,0,633218,4608,32498,72.8,6.81014245011514
"815","Detroit",2020-08-01,0,633218,4608,32498,72.8,6.96224346426621
"816","Detroit",2020-09-01,0,633218,4608,32498,53.6,6.32076829425058
"817","Detroit",2021-01-01,0,633218,4608,32498,28.6,6.94505106372583
"818","Detroit",2021-10-01,0,633218,4608,32498,53.6,5.85220247977447
"819","Detroit",2021-11-01,0,633218,4608,32498,53.6,5.78382518232974
"820","Detroit",2021-12-01,0,633218,4608,32498,28.6,0
"821","Detroit",2021-02-01,0,633218,4608,32498,28.6,4.72738781871234
"822","Detroit",2021-03-01,0,633218,4608,32498,49.4,6.44730586254121
"823","Detroit",2021-04-01,0,633218,4608,32498,49.4,4.83628190695148
"824","Detroit",2021-05-01,0,633218,4608,32498,49.4,5.4380793089232
"825","Detroit",2021-06-01,0,633218,4608,32498,72.8,5.39816270151775
"826","Detroit",2021-07-01,0,633218,4608,32498,72.8,4.15888308335967
"827","Detroit",2021-08-01,0,633218,4608,32498,72.8,5.27811465923052
"828","Detroit",2021-09-01,0,633218,4608,32498,53.6,7.63964228785801
"829","Detroit",2022-01-01,0,633218,4608,32498,28.6,0
"830","Detroit",2022-10-01,0,633218,4608,32498,53.6,8.1978140322212
"831","Detroit",2022-11-01,0,633218,4608,32498,53.6,4.07753744390572
"832","Detroit",2022-12-01,0,633218,4608,32498,28.6,2.94443897916644
"833","Detroit",2022-02-01,0,633218,4608,32498,28.6,7.71244383427499
"834","Detroit",2022-03-01,0,633218,4608,32498,49.4,6.13772705408623
"835","Detroit",2022-04-01,0,633218,4608,32498,49.4,6.52356230614951
"836","Detroit",2022-05-01,0,633218,4608,32498,49.4,7.62119516280984
"837","Detroit",2022-06-01,0,633218,4608,32498,72.8,7.1693500166706
"838","Detroit",2022-07-01,0,633218,4608,32498,72.8,0
"839","Detroit",2022-08-01,0,633218,4608,32498,72.8,3.2188758248682
"840","Detroit",2022-09-01,0,633218,4608,32498,53.6,2.56494935746154
"841","Detroit",2023-01-01,0,633218,4608,32498,28.6,3.66356164612965
"842","Detroit",2023-10-01,0,633218,4608,32498,53.6,7.95155933115525
"843","Detroit",2023-11-01,0,633218,4608,32498,53.6,6.94022246911964
"844","Detroit",2023-12-01,0,633218,4608,32498,28.6,5.7037824746562
"845","Detroit",2023-02-01,0,633218,4608,32498,28.6,5.74300318780948
"846","Detroit",2023-03-01,0,633218,4608,32498,49.4,5.37527840768417
"847","Detroit",2023-04-01,0,633218,4608,32498,49.4,4.89783979995091
"848","Detroit",2023-05-01,0,633218,4608,32498,49.4,0
"849","Detroit",2023-06-01,0,633218,4608,32498,72.8,6.08221891037645
"850","Detroit",2023-07-01,0,633218,4608,32498,72.8,5.63121178182137
"851","Detroit",2023-08-01,0,633218,4608,32498,72.8,2.30258509299405
"852","Detroit",2023-09-01,0,633218,4608,32498,53.6,8.10591119798651
"853","Detroit",2024-01-01,0,633218,4608,32498,28.6,5.33271879326537
"854","Detroit",2024-10-01,0,633218,4608,32498,53.6,9.72990767567893
"855","Detroit",2024-11-01,0,633218,4608,32498,53.6,6.60800062529609
"856","Detroit",2024-12-01,0,633218,4608,32498,28.6,5.15329159449778
"857","Detroit",2024-02-01,0,633218,4608,32498,28.6,5.56068163101553
"858","Detroit",2024-03-01,0,633218,4608,32498,49.4,7.19067603433221
"859","Detroit",2024-04-01,0,633218,4608,32498,49.4,7.65207074611648
"860","Detroit",2024-05-01,0,633218,4608,32498,49.4,7.60290046220476
"861","Detroit",2024-06-01,0,633218,4608,32498,72.8,6.06842558824411
"862","Detroit",2024-07-01,0,633218,4608,32498,72.8,7.64969262371151
"863","Detroit",2024-08-01,0,633218,4608,32498,72.8,4.04305126783455
"864","Detroit",2024-09-01,0,633218,4608,32498,53.6,7.82164312623998
"865","El Paso",2017-01-01,0,678958,2627,48542,58.1,7.33367639565768
"866","El Paso",2017-10-01,0,678958,2627,48542,67.6,0
"867","El Paso",2017-11-01,0,678958,2627,48542,67.6,0
"868","El Paso",2017-12-01,0,678958,2627,48542,58.1,0.693147180559945
"869","El Paso",2017-02-01,0,678958,2627,48542,58.1,3.2188758248682
"870","El Paso",2017-03-01,0,678958,2627,48542,61.8,5.01727983681492
"871","El Paso",2017-04-01,0,678958,2627,48542,61.8,3.2188758248682
"872","El Paso",2017-05-01,0,678958,2627,48542,61.8,4.61512051684126
"873","El Paso",2017-06-01,0,678958,2627,48542,69.4,5.4380793089232
"874","El Paso",2017-07-01,0,678958,2627,48542,69.4,4.26267987704132
"875","El Paso",2017-08-01,0,678958,2627,48542,69.4,4.11087386417331
"876","El Paso",2017-09-01,0,678958,2627,48542,67.6,6.33327962813969
"877","El Paso",2018-01-01,0,678958,2627,48542,58.1,6.21660610108486
"878","El Paso",2018-10-01,0,678958,2627,48542,67.6,7.62119516280984
"879","El Paso",2018-11-01,0,678958,2627,48542,67.6,7.00397413672268
"880","El Paso",2018-12-01,0,678958,2627,48542,58.1,3.29583686600433
"881","El Paso",2018-02-01,0,678958,2627,48542,58.1,0
"882","El Paso",2018-03-01,0,678958,2627,48542,61.8,5.76519110278484
"883","El Paso",2018-04-01,0,678958,2627,48542,61.8,7.11395610956603
"884","El Paso",2018-05-01,0,678958,2627,48542,61.8,5.01063529409626
"885","El Paso",2018-06-01,0,678958,2627,48542,69.4,8.04974629095219
"886","El Paso",2018-07-01,0,678958,2627,48542,69.4,7.09589322109753
"887","El Paso",2018-08-01,0,678958,2627,48542,69.4,2.56494935746154
"888","El Paso",2018-09-01,0,678958,2627,48542,67.6,3.2188758248682
"889","El Paso",2019-01-01,0,678958,2627,48542,58.1,6.72503364216684
"890","El Paso",2019-10-01,0,678958,2627,48542,67.6,5.70711026474888
"891","El Paso",2019-11-01,0,678958,2627,48542,67.6,0
"892","El Paso",2019-12-01,0,678958,2627,48542,58.1,0
"893","El Paso",2019-02-01,0,678958,2627,48542,58.1,9.61906682278672
"894","El Paso",2019-03-01,0,678958,2627,48542,61.8,0
"895","El Paso",2019-04-01,0,678958,2627,48542,61.8,0
"896","El Paso",2019-05-01,0,678958,2627,48542,61.8,3.98898404656427
"897","El Paso",2019-06-01,0,678958,2627,48542,69.4,0
"898","El Paso",2019-07-01,0,678958,2627,48542,69.4,5.52545293913178
"899","El Paso",2019-08-01,0,678958,2627,48542,69.4,0
"900","El Paso",2019-09-01,0,678958,2627,48542,67.6,4.61512051684126
"901","El Paso",2020-01-01,0,678958,2627,48542,58.1,0
"902","El Paso",2020-10-01,0,678958,2627,48542,67.6,0
"903","El Paso",2020-11-01,0,678958,2627,48542,67.6,4.61512051684126
"904","El Paso",2020-12-01,0,678958,2627,48542,58.1,0
"905","El Paso",2020-02-01,0,678958,2627,48542,58.1,0
"906","El Paso",2020-03-01,0,678958,2627,48542,61.8,4.26267987704132
"907","El Paso",2020-04-01,0,678958,2627,48542,61.8,4.61512051684126
"908","El Paso",2020-05-01,0,678958,2627,48542,61.8,7.1420365747068
"909","El Paso",2020-06-01,0,678958,2627,48542,69.4,5.82008293035236
"910","El Paso",2020-07-01,0,678958,2627,48542,69.4,5.30330490805908
"911","El Paso",2020-08-01,0,678958,2627,48542,69.4,0
"912","El Paso",2020-09-01,0,678958,2627,48542,67.6,4.34380542185368
"913","El Paso",2021-01-01,0,678958,2627,48542,58.1,5.08759633523238
"914","El Paso",2021-10-01,0,678958,2627,48542,67.6,0
"915","El Paso",2021-11-01,0,678958,2627,48542,67.6,2.56494935746154
"916","El Paso",2021-12-01,0,678958,2627,48542,58.1,0
"917","El Paso",2021-02-01,0,678958,2627,48542,58.1,0
"918","El Paso",2021-03-01,0,678958,2627,48542,61.8,0
"919","El Paso",2021-04-01,0,678958,2627,48542,61.8,5.70711026474888
"920","El Paso",2021-05-01,0,678958,2627,48542,61.8,4.51085950651685
"921","El Paso",2021-06-01,0,678958,2627,48542,69.4,4.36944785246702
"922","El Paso",2021-07-01,0,678958,2627,48542,69.4,0
"923","El Paso",2021-08-01,0,678958,2627,48542,69.4,3.87120101090789
"924","El Paso",2021-09-01,0,678958,2627,48542,67.6,3.93182563272433
"925","El Paso",2022-01-01,0,678958,2627,48542,58.1,0
"926","El Paso",2022-10-01,0,678958,2627,48542,67.6,0
"927","El Paso",2022-11-01,0,678958,2627,48542,67.6,4.33073334028633
"928","El Paso",2022-12-01,0,678958,2627,48542,58.1,3.2188758248682
"929","El Paso",2022-02-01,0,678958,2627,48542,58.1,3.43398720448515
"930","El Paso",2022-03-01,0,678958,2627,48542,61.8,2.56494935746154
"931","El Paso",2022-04-01,0,678958,2627,48542,61.8,1.94591014905531
"932","El Paso",2022-05-01,0,678958,2627,48542,61.8,5.33271879326537
"933","El Paso",2022-06-01,0,678958,2627,48542,69.4,5.56452040732269
"934","El Paso",2022-07-01,0,678958,2627,48542,69.4,0
"935","El Paso",2022-08-01,0,678958,2627,48542,69.4,0
"936","El Paso",2022-09-01,0,678958,2627,48542,67.6,0
"937","El Paso",2023-01-01,0,678958,2627,48542,58.1,5.72031177660741
"938","El Paso",2023-10-01,0,678958,2627,48542,67.6,5.30826769740121
"939","El Paso",2023-11-01,0,678958,2627,48542,67.6,4.86753445045558
"940","El Paso",2023-12-01,0,678958,2627,48542,58.1,0
"941","El Paso",2023-02-01,0,678958,2627,48542,58.1,0
"942","El Paso",2023-03-01,0,678958,2627,48542,61.8,0
"943","El Paso",2023-04-01,0,678958,2627,48542,61.8,3.97029191355212
"944","El Paso",2023-05-01,0,678958,2627,48542,61.8,0
"945","El Paso",2023-06-01,0,678958,2627,48542,69.4,0
"946","El Paso",2023-07-01,0,678958,2627,48542,69.4,2.484906649788
"947","El Paso",2023-08-01,0,678958,2627,48542,69.4,3.2188758248682
"948","El Paso",2023-09-01,0,678958,2627,48542,67.6,3.43398720448515
"949","El Paso",2024-01-01,0,678958,2627,48542,58.1,0
"950","El Paso",2024-10-01,0,678958,2627,48542,67.6,0
"951","El Paso",2024-11-01,0,678958,2627,48542,67.6,0
"952","El Paso",2024-12-01,0,678958,2627,48542,58.1,0
"953","El Paso",2024-02-01,0,678958,2627,48542,58.1,3.66356164612965
"954","El Paso",2024-03-01,0,678958,2627,48542,61.8,5.5834963087817
"955","El Paso",2024-04-01,0,678958,2627,48542,61.8,2.70805020110221
"956","El Paso",2024-05-01,0,678958,2627,48542,61.8,0
"957","El Paso",2024-06-01,0,678958,2627,48542,69.4,0
"958","El Paso",2024-07-01,0,678958,2627,48542,69.4,0
"959","El Paso",2024-08-01,0,678958,2627,48542,69.4,0
"960","El Paso",2024-09-01,0,678958,2627,48542,67.6,0
"961","Fort Worth",2017-01-01,0,978468,2646,65356,48.5,8.61268517287546
"962","Fort Worth",2017-10-01,0,978468,2646,65356,68.2,5.99396142730657
"963","Fort Worth",2017-11-01,0,978468,2646,65356,68.2,0
"964","Fort Worth",2017-12-01,0,978468,2646,65356,48.5,0
"965","Fort Worth",2017-02-01,0,978468,2646,65356,48.5,5.09375020080676
"966","Fort Worth",2017-03-01,0,978468,2646,65356,66.7,0
"967","Fort Worth",2017-04-01,0,978468,2646,65356,66.7,6.90875477931522
"968","Fort Worth",2017-05-01,0,978468,2646,65356,66.7,0
"969","Fort Worth",2017-06-01,0,978468,2646,65356,85.3,4.99043258677874
"970","Fort Worth",2017-07-01,0,978468,2646,65356,85.3,0
"971","Fort Worth",2017-08-01,0,978468,2646,65356,85.3,6.80572255341699
"972","Fort Worth",2017-09-01,0,978468,2646,65356,68.2,5.9427993751267
"973","Fort Worth",2018-01-01,0,978468,2646,65356,48.5,8.5173931714189
"974","Fort Worth",2018-10-01,0,978468,2646,65356,68.2,0
"975","Fort Worth",2018-11-01,0,978468,2646,65356,68.2,5.30330490805908
"976","Fort Worth",2018-12-01,0,978468,2646,65356,48.5,0
"977","Fort Worth",2018-02-01,0,978468,2646,65356,48.5,3.25809653802148
"978","Fort Worth",2018-03-01,0,978468,2646,65356,66.7,8.79558221695643
"979","Fort Worth",2018-04-01,0,978468,2646,65356,66.7,5.78689738136671
"980","Fort Worth",2018-05-01,0,978468,2646,65356,66.7,0
"981","Fort Worth",2018-06-01,0,978468,2646,65356,85.3,5.65599181081985
"982","Fort Worth",2018-07-01,0,978468,2646,65356,85.3,0
"983","Fort Worth",2018-08-01,0,978468,2646,65356,85.3,0
"984","Fort Worth",2018-09-01,0,978468,2646,65356,68.2,0
"985","Fort Worth",2019-01-01,0,978468,2646,65356,48.5,6.90875477931522
"986","Fort Worth",2019-10-01,0,978468,2646,65356,68.2,5.74620319054015
"987","Fort Worth",2019-11-01,0,978468,2646,65356,68.2,0
"988","Fort Worth",2019-12-01,0,978468,2646,65356,48.5,5.70711026474888
"989","Fort Worth",2019-02-01,0,978468,2646,65356,48.5,4.61512051684126
"990","Fort Worth",2019-03-01,0,978468,2646,65356,66.7,0
"991","Fort Worth",2019-04-01,0,978468,2646,65356,66.7,5.44241771052179
"992","Fort Worth",2019-05-01,0,978468,2646,65356,66.7,6.39859493453521
"993","Fort Worth",2019-06-01,0,978468,2646,65356,85.3,0
"994","Fort Worth",2019-07-01,0,978468,2646,65356,85.3,3.29583686600433
"995","Fort Worth",2019-08-01,0,978468,2646,65356,85.3,0
"996","Fort Worth",2019-09-01,0,978468,2646,65356,68.2,5.01727983681492
"997","Fort Worth",2020-01-01,0,978468,2646,65356,48.5,7.31588350450979
"998","Fort Worth",2020-10-01,0,978468,2646,65356,68.2,4.64439089914137
"999","Fort Worth",2020-11-01,0,978468,2646,65356,68.2,3.71357206670431
"1000","Fort Worth",2020-12-01,0,978468,2646,65356,48.5,0
"1001","Fort Worth",2020-02-01,0,978468,2646,65356,48.5,0
"1002","Fort Worth",2020-03-01,0,978468,2646,65356,66.7,0
"1003","Fort Worth",2020-04-01,0,978468,2646,65356,66.7,0
"1004","Fort Worth",2020-05-01,0,978468,2646,65356,66.7,4.96284463025991
"1005","Fort Worth",2020-06-01,0,978468,2646,65356,85.3,6.88959130835447
"1006","Fort Worth",2020-07-01,0,978468,2646,65356,85.3,2.56494935746154
"1007","Fort Worth",2020-08-01,0,978468,2646,65356,85.3,5.0998664278242
"1008","Fort Worth",2020-09-01,0,978468,2646,65356,68.2,4.33073334028633
"1009","Fort Worth",2021-01-01,0,978468,2646,65356,48.5,0
"1010","Fort Worth",2021-10-01,0,978468,2646,65356,68.2,6.93342302573071
"1011","Fort Worth",2021-11-01,0,978468,2646,65356,68.2,0
"1012","Fort Worth",2021-12-01,0,978468,2646,65356,48.5,0
"1013","Fort Worth",2021-02-01,0,978468,2646,65356,48.5,0
"1014","Fort Worth",2021-03-01,0,978468,2646,65356,66.7,4.61512051684126
"1015","Fort Worth",2021-04-01,0,978468,2646,65356,66.7,3.3322045101752
"1016","Fort Worth",2021-05-01,0,978468,2646,65356,66.7,0
"1017","Fort Worth",2021-06-01,0,978468,2646,65356,85.3,5.92958914338989
"1018","Fort Worth",2021-07-01,0,978468,2646,65356,85.3,5.30330490805908
"1019","Fort Worth",2021-08-01,0,978468,2646,65356,85.3,4.34380542185368
"1020","Fort Worth",2021-09-01,0,978468,2646,65356,68.2,4.61512051684126
"1021","Fort Worth",2022-01-01,0,978468,2646,65356,48.5,2.484906649788
"1022","Fort Worth",2022-10-01,0,978468,2646,65356,68.2,3.61091791264422
"1023","Fort Worth",2022-11-01,0,978468,2646,65356,68.2,4.15888308335967
"1024","Fort Worth",2022-12-01,0,978468,2646,65356,48.5,6.13556489108174
"1025","Fort Worth",2022-02-01,0,978468,2646,65356,48.5,0
"1026","Fort Worth",2022-03-01,0,978468,2646,65356,66.7,4.23410650459726
"1027","Fort Worth",2022-04-01,0,978468,2646,65356,66.7,0
"1028","Fort Worth",2022-05-01,0,978468,2646,65356,66.7,6.96129604591017
"1029","Fort Worth",2022-06-01,0,978468,2646,65356,85.3,5.99396142730657
"1030","Fort Worth",2022-07-01,0,978468,2646,65356,85.3,3.93182563272433
"1031","Fort Worth",2022-08-01,0,978468,2646,65356,85.3,0
"1032","Fort Worth",2022-09-01,0,978468,2646,65356,68.2,5.70711026474888
"1033","Fort Worth",2023-01-01,0,978468,2646,65356,48.5,4.72738781871234
"1034","Fort Worth",2023-10-01,0,978468,2646,65356,68.2,3.91202300542815
"1035","Fort Worth",2023-11-01,0,978468,2646,65356,68.2,5.40717177146012
"1036","Fort Worth",2023-12-01,0,978468,2646,65356,48.5,4.14313472639153
"1037","Fort Worth",2023-02-01,0,978468,2646,65356,48.5,0
"1038","Fort Worth",2023-03-01,0,978468,2646,65356,66.7,4.39444915467244
"1039","Fort Worth",2023-04-01,0,978468,2646,65356,66.7,3.95124371858143
"1040","Fort Worth",2023-05-01,0,978468,2646,65356,66.7,3.43398720448515
"1041","Fort Worth",2023-06-01,0,978468,2646,65356,85.3,2.56494935746154
"1042","Fort Worth",2023-07-01,0,978468,2646,65356,85.3,4.26267987704132
"1043","Fort Worth",2023-08-01,0,978468,2646,65356,85.3,2.484906649788
"1044","Fort Worth",2023-09-01,0,978468,2646,65356,68.2,0
"1045","Fort Worth",2024-01-01,0,978468,2646,65356,48.5,0
"1046","Fort Worth",2024-10-01,0,978468,2646,65356,68.2,0
"1047","Fort Worth",2024-11-01,0,978468,2646,65356,68.2,0
"1048","Fort Worth",2024-12-01,0,978468,2646,65356,48.5,5.64544689764324
"1049","Fort Worth",2024-02-01,0,978468,2646,65356,48.5,0
"1050","Fort Worth",2024-03-01,0,978468,2646,65356,66.7,6.68586094706836
"1051","Fort Worth",2024-04-01,0,978468,2646,65356,66.7,2.19722457733622
"1052","Fort Worth",2024-05-01,0,978468,2646,65356,66.7,0
"1053","Fort Worth",2024-06-01,0,978468,2646,65356,85.3,4.62497281328427
"1054","Fort Worth",2024-07-01,0,978468,2646,65356,85.3,0
"1055","Fort Worth",2024-08-01,0,978468,2646,65356,85.3,0
"1056","Fort Worth",2024-09-01,0,978468,2646,65356,68.2,0
"1057","Houston",2017-01-01,0,2314157,3599,56019,57,10.0634782888451
"1058","Houston",2017-10-01,0,2314157,3599,56019,72.9,4.20469261939097
"1059","Houston",2017-11-01,0,2314157,3599,56019,72.9,5.11198778835654
"1060","Houston",2017-12-01,0,2314157,3599,56019,57,5.68697535633982
"1061","Houston",2017-02-01,0,2314157,3599,56019,57,7.67461749736436
"1062","Houston",2017-03-01,0,2314157,3599,56019,71.4,3.93182563272433
"1063","Houston",2017-04-01,0,2314157,3599,56019,71.4,9.64218772135847
"1064","Houston",2017-05-01,0,2314157,3599,56019,71.4,5.92692602597041
"1065","Houston",2017-06-01,0,2314157,3599,56019,84.8,6.53378883793334
"1066","Houston",2017-07-01,0,2314157,3599,56019,84.8,0
"1067","Houston",2017-08-01,0,2314157,3599,56019,84.8,6.96413561241824
"1068","Houston",2017-09-01,0,2314157,3599,56019,72.9,3.68887945411394
"1069","Houston",2018-01-01,0,2314157,3599,56019,57,9.68040649926887
"1070","Houston",2018-10-01,0,2314157,3599,56019,72.9,9.99884318585288
"1071","Houston",2018-11-01,0,2314157,3599,56019,72.9,7.69666708152646
"1072","Houston",2018-12-01,0,2314157,3599,56019,57,0
"1073","Houston",2018-02-01,0,2314157,3599,56019,57,8.00670084544037
"1074","Houston",2018-03-01,0,2314157,3599,56019,71.4,9.8027828484145
"1075","Houston",2018-04-01,0,2314157,3599,56019,71.4,7.71735127218533
"1076","Houston",2018-05-01,0,2314157,3599,56019,71.4,5.41610040220442
"1077","Houston",2018-06-01,0,2314157,3599,56019,84.8,9.74811946530243
"1078","Houston",2018-07-01,0,2314157,3599,56019,84.8,5.92692602597041
"1079","Houston",2018-08-01,0,2314157,3599,56019,84.8,0
"1080","Houston",2018-09-01,0,2314157,3599,56019,72.9,4.66343909411207
"1081","Houston",2019-01-01,0,2314157,3599,56019,57,9.2351305407834
"1082","Houston",2019-10-01,0,2314157,3599,56019,72.9,3.71357206670431
"1083","Houston",2019-11-01,0,2314157,3599,56019,72.9,3.2188758248682
"1084","Houston",2019-12-01,0,2314157,3599,56019,57,5.48479693349065
"1085","Houston",2019-02-01,0,2314157,3599,56019,57,6.93244789157251
"1086","Houston",2019-03-01,0,2314157,3599,56019,71.4,6.29341927884648
"1087","Houston",2019-04-01,0,2314157,3599,56019,71.4,4.61512051684126
"1088","Houston",2019-05-01,0,2314157,3599,56019,71.4,0
"1089","Houston",2019-06-01,0,2314157,3599,56019,84.8,3.89182029811063
"1090","Houston",2019-07-01,0,2314157,3599,56019,84.8,7.33823815006559
"1091","Houston",2019-08-01,0,2314157,3599,56019,84.8,4.14313472639153
"1092","Houston",2019-09-01,0,2314157,3599,56019,72.9,10.8647707703291
"1093","Houston",2020-01-01,0,2314157,3599,56019,57,6.25958146406492
"1094","Houston",2020-10-01,0,2314157,3599,56019,72.9,0
"1095","Houston",2020-11-01,0,2314157,3599,56019,72.9,7.20266119652324
"1096","Houston",2020-12-01,0,2314157,3599,56019,57,5.87493073085203
"1097","Houston",2020-02-01,0,2314157,3599,56019,57,4.55387689160054
"1098","Houston",2020-03-01,0,2314157,3599,56019,71.4,0
"1099","Houston",2020-04-01,0,2314157,3599,56019,71.4,4.33073334028633
"1100","Houston",2020-05-01,0,2314157,3599,56019,71.4,7.9728107841214
"1101","Houston",2020-06-01,0,2314157,3599,56019,84.8,11.0428738345725
"1102","Houston",2020-07-01,0,2314157,3599,56019,84.8,7.75405263903576
"1103","Houston",2020-08-01,0,2314157,3599,56019,84.8,4.76217393479776
"1104","Houston",2020-09-01,0,2314157,3599,56019,72.9,4.61512051684126
"1105","Houston",2021-01-01,0,2314157,3599,56019,57,4.61512051684126
"1106","Houston",2021-10-01,0,2314157,3599,56019,72.9,9.21622303513434
"1107","Houston",2021-11-01,0,2314157,3599,56019,72.9,5.41610040220442
"1108","Houston",2021-12-01,0,2314157,3599,56019,57,4.17438726989564
"1109","Houston",2021-02-01,0,2314157,3599,56019,57,4.31748811353631
"1110","Houston",2021-03-01,0,2314157,3599,56019,71.4,5.8805329864007
"1111","Houston",2021-04-01,0,2314157,3599,56019,71.4,5.70711026474888
"1112","Houston",2021-05-01,0,2314157,3599,56019,71.4,8.19478163844336
"1113","Houston",2021-06-01,0,2314157,3599,56019,84.8,6.46925031679577
"1114","Houston",2021-07-01,0,2314157,3599,56019,84.8,6.42486902390539
"1115","Houston",2021-08-01,0,2314157,3599,56019,84.8,4.82028156560504
"1116","Houston",2021-09-01,0,2314157,3599,56019,72.9,4.80402104473326
"1117","Houston",2022-01-01,0,2314157,3599,56019,57,3.93182563272433
"1118","Houston",2022-10-01,0,2314157,3599,56019,72.9,7.82444593087762
"1119","Houston",2022-11-01,0,2314157,3599,56019,72.9,5.84643877505772
"1120","Houston",2022-12-01,0,2314157,3599,56019,57,5.74620319054015
"1121","Houston",2022-02-01,0,2314157,3599,56019,57,6.49375383985169
"1122","Houston",2022-03-01,0,2314157,3599,56019,71.4,5.41610040220442
